Date,Open,High,Low,Close,Adj Close,Volume,ma5,ma20,ema5,ema20,rsi6,rsi12,rsi24,mom6,mom12,mom24,roc,willr,trange
2004/2/24,16.379999,16.76,15.77,15.9,15.9,0,15.9240004,16.27800005,15.94240974,16.04719872,48.1427706,46.01183452,44.48457602,0.32,-1.809999,0.69,-2.394112806,-67.49998984,0.99
2004/2/25,15.58,16.049999,14.93,14.93,14.93,0,15.7920004,16.25700005,15.60493983,15.94079885,30.41456967,38.25291159,41.22904307,-0.47,-1.07,0.59,-6.100628931,-97.76357827,1.119999
2004/2/26,15.32,15.33,14.69,14.83,14.83,0,15.5980004,16.1595,15.34662655,15.83500848,29.0893814,37.54095417,40.90699412,-0.76,-1.559999,0.12,-0.669792364,-95.36423688,0.64
2004/2/27,13.8,14.77,13.8,14.55,14.55,0,15.3000002,16.03000005,15.08108437,15.71262672,25.3745916,35.52152898,39.99423238,-1.25,-1.39,-0.29,-1.888064734,-75.16556291,1.03
2004/3/1,14.91,15.05,14.4,14.44,14.44,0,14.93,15.9205001,14.86738958,15.59142417,23.93371817,34.72107055,39.63172166,-1.600001,-0.95,-0.11,-0.756013746,-78.52349714,0.65
2004/3/2,14.59,14.89,14.18,14.86,14.86,0,14.722,15.80800005,14.86492639,15.52176473,39.63829161,40.32254775,41.73581583,-1.430001,-0.45,-0.49,2.908587258,-64.42954214,0.71
2004/3/3,14.73,15.27,14.47,14.55,14.55,0,14.646,15.66850005,14.75995092,15.42921571,33.51044601,37.7166149,40.64473607,-1.35,-1.03,-2.230001,-2.086137281,-74.83222321,0.8
2004/3/4,14.45,14.5,14.19,14.4,14.4,0,14.56,15.495,14.63996728,15.33119516,30.75017754,36.47239355,40.11523131,-0.53,-1,-2.739999,-1.030927835,-79.86577857,0.36
2004/3/5,14.81,14.82,13.83,14.48,14.48,0,14.546,15.33350005,14.58664486,15.25012896,34.21800993,37.66874317,40.54628039,-0.35,-1.11,-2.149999,0.555555556,-77.18121571,0.99
2004/3/8,14.83,15.83,14.54,15.79,15.79,0,14.816,15.32300005,14.98776324,15.30154525,66.84401591,53.35908896,47.0577291,1.24,-0.01,-1.320001,9.046961326,-33.22149892,1.35
2004/3/9,15.57,16.74,15.56,16.6,16.6,0,15.164,15.3335001,15.52517549,15.4252076,75.76323039,60.12904106,50.55190893,2.16,0.559999,-0.74,5.129829006,-6.040299986,1.18
2004/3/10,16.120001,18.700001,16.110001,18.67,18.67,0,15.988,15.4700001,16.57345033,15.73423545,86.71926463,71.61526544,57.95228542,3.81,2.379999,0.799999,12.46987952,-0.612265181,2.59
2004/3/11,18.809999,20.690001,17.629999,20.67,20.67,0,17.242,15.7340001,17.93896688,16.20430827,91.28621562,78.22666939,63.46490012,6.12,4.77,2.960001,10.71237279,-0.290290234,3.060002
2004/3/12,19.940001,20.08,18.059999,18.299999,18.299999,0,18.0059998,15.88350005,18.05931092,16.40389786,61.3072871,60.12332093,54.61165444,3.899999,3.369999,2.299999,-11.46589744,-34.68797755,2.610001
2004/3/15,18.98,21.389999,18.860001,21.129999,21.129999,0,19.0739996,16.161,19.08287362,16.85400273,73.68874178,69.3600563,61.33266356,6.649999,6.299999,4.74,15.46448172,-3.425560399,3.09
2004/3/16,20.27,20.940001,19.860001,20.34,20.34,0,19.8219996,16.408,19.50191574,17.18600247,66.55459725,64.78985634,58.79656796,4.55,5.79,4.4,-3.738755501,-13.83398074,1.269998
2004/3/17,19.540001,19.549999,17.98,18.110001,18.110001,0,19.7099998,16.53400005,19.03794416,17.27400233,50.11851433,53.86116426,52.41285772,1.510001,3.670001,2.720001,-10.96361357,-43.2147356,2.36
2004/3/18,18.379999,19.23,18.35,18.530001,18.530001,0,19.282,16.6705001,18.86862977,17.39362125,52.75544031,55.40664812,53.40704784,-0.139999,3.670001,3.220001,2.319160557,-37.83066638,1.119999
2004/3/19,17.98,19.25,17.889999,19.15,19.15,0,19.4520002,16.82600005,18.96241985,17.56089542,56.80080054,57.68899396,54.85972506,-1.52,4.6,3.57,3.345919949,-29.62962032,1.360001
2004/3/22,20.610001,22.67,20.610001,21.58,21.58,0,19.5420004,17.0905,19.83494657,17.94366728,69.20323672,65.2856752,59.96466935,3.280001,7.18,6.18,12.68929504,-12.33031674,3.52
2004/3/23,21.059999,21.33,20.01,20.67,20.67,0,19.6080004,17.329,20.11329771,18.20331802,61.29511201,60.82427509,57.42685211,-0.459999,6.19,5.08,-4.21686747,-22.62443439,1.57
2004/3/24,20.24,20.83,19.450001,19.809999,19.809999,0,19.948,17.57299995,20.01219814,18.35633525,54.26294361,56.82106169,55.12613404,-0.530001,4.019999,4.009999,-4.160624093,-32.35295249,1.379999
2004/3/25,19.58,19.58,17.610001,17.879999,17.879999,0,19.8179996,17.7254999,19.30146509,18.3109699,41.45498806,48.93596738,50.39786389,-0.230002,1.279999,1.839998,-9.742554757,-58.91760148,2.199998
2004/3/26,18.190001,18.23,16.67,17.33,17.33,0,19.4539996,17.8644999,18.64431006,18.21754419,38.35880012,46.91212894,49.1444142,-1.200001,-1.34,1.039999,-3.076057219,-75.10548523,1.56
2004/3/29,17.110001,17.17,16.290001,16.5,16.5,0,18.4379996,17.9674999,17.92954004,18.05396855,33.78875816,43.92171243,47.29223004,-2.65,-4.17,0.6,-4.789382574,-94.05489239,1.039999
2004/3/30,16.68,16.799999,16.129999,16.280001,16.280001,0,17.5599998,18.03849995,17.37969369,17.88501926,32.55509115,43.12678982,46.80433978,-5.299999,-2.019998,1.350001,-1.333327273,-97.70639179,0.67
2004/3/31,16.33,16.959999,16.23,16.74,16.74,0,16.946,18.14799995,17.16646246,17.77596981,38.21520011,45.38159657,47.97535111,-3.93,-4.389999,1.91,2.825546509,-90.67276901,0.729999
2004/4/1,16.76,17.25,16.65,16.65,16.65,0,16.7000002,18.26049995,16.99430831,17.66873459,37.47677793,45.00079741,47.7607042,-3.159999,-3.69,2.1,-0.537634409,-92.04891559,0.6
2004/4/2,15.21,16.549999,15.21,15.64,15.64,0,16.3620002,18.31849995,16.54287221,17.47552177,29.73845136,40.80865603,45.38297852,-2.239999,-2.470001,1.2,-6.066066066,-94.23592493,1.44
2004/4/5,16.17,16.639999,14.81,14.97,14.97,0,16.0560002,18.27749995,16.01858147,17.23690065,25.54040473,38.23128692,43.87113538,-2.36,-3.560001,0.11,-4.283887468,-97.96437659,1.829999
2004/4/6,15.35,15.53,15.07,15.32,15.32,0,15.864,18.21349995,15.78572098,17.05433868,31.59379782,40.37723038,44.87219759,-1.18,-3.83,0.77,2.338009352,-93.51145038,0.56
2004/4/7,15.41,16.360001,15.34,15.76,15.76,0,15.668,18.06799995,15.77714732,16.93106833,39.06684539,43.0887994,46.13248554,-0.520001,-5.82,1.36,2.872062663,-87.91348601,1.040001
2004/4/8,14.96,16.82,14.96,16.26,16.26,0,15.59,17.84749995,15.93809821,16.86715706,46.96718121,46.1261334,47.55419417,-0.48,-4.41,1.78,3.172588832,-81.55216285,1.86
2004/4/12,15.71,16.120001,15,15.28,15.28,0,15.518,17.6965,15.71873214,16.71599925,35.99154514,41.40162306,45.11873925,-1.37,-4.529999,-0.51,-6.027060271,-92.79141104,1.26
2004/4/13,15.29,17.98,15.29,17.26,17.26,0,15.976,17.50300005,16.23248809,16.76780884,59.141086,52.19405536,50.46695386,1.62,-0.619999,0.66,12.95811518,-59.30232558,2.7
2004/4/14,17.290001,17.709999,15.6,15.62,15.62,0,16.036,17.26700005,16.0283254,16.65849372,43.50298538,44.74728951,46.54652087,0.65,-1.71,-3.05,-9.501738123,-83.01886792,2.109999
2004/4/15,16.02,16.780001,15.22,15.74,15.74,0,16.032,17.1485,15.93221693,16.57101812,44.78493494,45.36945816,46.86169852,0.42,-0.76,-4.93,0.768245839,-72.80701754,1.560001
2004/4/16,15.59,15.69,14.77,14.94,14.94,0,15.768,16.96899995,15.60147795,16.41568306,37.90436179,41.93521741,45.01527431,-0.82,-1.340001,-3.359999,-5.082592122,-94.70404984,0.97
2004/4/19,15.73,16.08,15.33,15.42,15.42,0,15.796,16.78249995,15.5409853,16.32085611,44.0891042,44.67627626,46.33902642,-0.84,-1.32,-5.709999,3.212851406,-79.75077882,1.14
2004/4/20,15.24,16.719999,14.79,16.67,16.67,0,15.678,16.53699995,15.91732354,16.35410791,57.36064086,51.21840236,49.63401643,1.39,0.02,-3.67,8.106355383,-40.80996885,1.929999
