Date,Open,High,Low,Close,Adj Close,Volume,ma5,ma20,ema5,ema20,rsi6,rsi12,rsi24,mom6,mom12,mom24,roc,willr,trange
2005/12/9,11.91,12.2,11.56,11.69,11.69,0,11.84,11.5585,11.81165573,11.90892939,49.02354639,46.6581074,46.3432526,0.45,1.09,-1.48,-4.258804259,-38.65979381,0.65
2005/12/12,10.86,11.81,10.83,11.47,11.47,0,11.814,11.5505,11.69777048,11.86712659,43.89514427,44.52592772,45.44577254,0.46,0.51,-1.63,-1.881950385,-50,0.98
2005/12/13,10.57,11.42,10.57,11.11,11.11,0,11.732,11.497,11.50184699,11.7950193,36.41487495,41.16761761,43.99109643,-0.49,0.23,-1.97,-3.138622493,-71.12299465,0.9
2005/12/14,10.75,10.79,10.39,10.48,10.48,0,11.392,11.4095,11.16123133,11.66977936,26.81772987,35.98597241,41.56175716,-1.04,-1.36,-2.32,-5.670567057,-95.6097561,0.72
2005/12/15,10.66,11.11,10.37,10.73,10.73,0,11.096,11.333,11.01748755,11.58027657,34.9779955,39.29372879,42.8681816,-1.45,-1.16,-1.17,2.385496183,-82.60869565,0.74
2005/12/16,10.7,10.75,10.15,10.68,10.68,0,10.894,11.3045,10.9049917,11.49453594,34.06633105,38.85567107,42.6691078,-1.53,-1.38,-0.95,-0.465983225,-76.8558952,0.6
2005/12/19,11.11,11.38,10.65,11.38,11.38,0,10.876,11.3175,11.0633278,11.48362776,54.14503749,47.75171163,46.31138261,-0.31,0.14,-0.8,6.554307116,-46.28820961,0.73
2005/12/20,11.32,11.45,11,11.19,11.19,0,10.892,11.336,11.10555187,11.45566321,49.25906049,45.77949033,45.49279421,-0.28,0.18,-1.04,-1.669595782,-54.58515284,0.45
2005/12/21,10.71,11.07,10.34,10.81,10.81,0,10.958,11.3465,11.00703458,11.39417147,40.49002137,41.99519627,43.87433488,-0.3,-0.79,-1.45,-3.395889187,-71.1790393,0.85
2005/12/22,10.82,10.89,10.28,10.29,10.29,0,10.87,11.313,10.76802305,11.28901229,31.33112957,37.38216234,41.75327525,-0.19,-1.23,-0.96,-4.810360777,-93.88646288,0.61
2005/12/23,10.37,10.48,10.24,10.27,10.27,0,10.788,11.2825,10.60201537,11.1919635,31.00741047,37.21066017,41.67242132,-0.46,-1.91,-0.85,-0.19436346,-94.75982533,0.24
2005/12/27,10.97,11.65,10.83,11.57,11.57,0,10.826,11.269,10.92467691,11.22796697,61.79623208,52.62316336,48.44395349,0.89,-0.64,0.75,12.65822785,-37.99126638,1.38
2005/12/28,11.55,11.64,11.26,11.35,11.35,0,10.858,11.242,11.06645127,11.23958917,56.66126719,50.34185312,47.47075403,-0.03,-0.34,0.75,-1.901469317,-46.90265487,0.38
2005/12/29,11.36,11.67,11.14,11.61,11.61,0,11.018,11.2195,11.24763418,11.27486639,61.23006999,52.97041252,48.74065372,0.42,0.14,0.65,2.290748899,-28.7804878,0.53
2005/12/30,11.96,12.07,11.55,12.07,12.07,0,11.374,11.261,11.52175612,11.3505934,68.32046903,57.32979579,50.93066482,1.26,0.96,1.19,3.962101637,0,0.52
2006/1/3,12.25,12.51,10.99,11.14,11.14,0,11.548,11.2675,11.39450408,11.33053688,47.32342388,47.59868315,46.71969816,0.85,0.66,-0.7,-7.705053853,-58.05084746,1.52
2006/1/4,11.22,11.71,10.97,11.37,11.37,0,11.508,11.256,11.38633605,11.33429528,51.72637058,49.89330595,47.83278338,1.1,0.64,-0.52,2.064631957,-48.30508475,0.74
2006/1/5,11.43,11.84,11.31,11.31,11.31,0,11.5,11.2455,11.3608907,11.33198144,50.40743037,49.27919801,47.56230568,-0.26,0.63,-0.75,-0.527704485,-50.84745763,0.53
2006/1/6,11.23,11.5,10.81,11,11,0,11.378,11.1865,11.2405938,11.30036416,43.52634438,46.08225321,46.15522019,-0.35,-0.38,-0.24,-2.740937224,-63.98305085,0.69
2006/1/9,11.35,11.35,10.98,11.13,11.13,0,11.19,11.1325,11.2037292,11.284139,47.15643479,47.63632767,46.84336546,-0.48,-0.06,0.12,1.181818182,-60.79295154,0.37
2006/1/10,11.39,11.39,10.84,10.86,10.86,0,11.134,11.091,11.0891528,11.24374481,40.64495308,44.71612356,45.58088945,-1.21,0.05,-0.74,-2.425876011,-72.68722467,0.55
2006/1/11,11.03,11.16,10.83,10.94,10.94,0,11.048,11.0645,11.0394352,11.21481673,43.42267484,45.79027841,46.03059916,-0.2,0.65,-0.58,0.73664825,-69.16299559,0.33
2006/1/12,10.98,11.38,10.94,11.2,11.2,0,11.026,11.069,11.0929568,11.21340562,52.15504007,49.28397763,47.50186606,-0.17,0.93,-0.98,2.376599634,-57.7092511,0.44
2006/1/13,11.4,11.61,11.11,11.23,11.23,0,11.072,11.1065,11.13863787,11.21498603,53.15612618,49.69209123,47.67361573,-0.08,-0.34,-0.98,0.267857143,-56.3876652,0.5
2006/1/17,12.13,12.46,11.87,11.91,11.91,0,11.228,11.1655,11.39575858,11.28117784,70.14641186,58.04112052,51.43177622,0.91,0.56,0.22,6.055209261,-35.29411765,1.23
2006/1/18,12.62,12.7,12.2,12.25,12.25,0,11.506,11.244,11.68050572,11.37344662,75.48201888,61.52407173,53.18599519,1.12,0.64,0.78,2.854743913,-23.80952381,0.79
2006/1/19,12.12,12.34,11.65,11.98,11.98,0,11.714,11.274,11.78033715,11.43121361,64.49717078,57.39660907,51.64042186,1.12,-0.09,0.87,-2.204081633,-38.0952381,0.69
2006/1/20,12.1,14.56,11.89,14.56,14.56,0,12.386,11.4425,12.70689143,11.72919326,86.69676429,74.92931114,62.504848,3.62,3.42,4.08,21.53589316,0,2.67
2006/1/23,14.44,14.48,13.58,13.93,13.93,0,12.926,11.5985,13.11459429,11.9387939,73.27159439,67.52662811,59.12056175,2.73,2.56,3.2,-4.326923077,-16.8,0.98
2006/1/24,13.79,13.83,13.14,13.31,13.31,0,13.206,11.7495,13.17972952,12.06938496,61.94376089,61.0511618,56.00650581,2.08,2,2.63,-4.450825556,-33.33333333,0.79
2006/1/25,12.95,13.38,12.62,12.87,12.87,0,13.33,11.8795,13.07648635,12.14563401,54.73708319,56.83188884,53.90392526,0.96,1.87,1.49,-3.305785124,-45.06666667,0.76
2006/1/26,12.89,12.91,12.19,12.42,12.42,0,13.418,11.922,12.85765757,12.17176411,47.89802609,52.76347191,51.82749373,0.17,1.29,1.23,-3.496503497,-57.06666667,0.72
2006/1/27,12.27,12.33,11.72,11.97,11.97,0,12.9,11.953,12.56177171,12.15254848,41.65290179,48.94140443,49.82474833,-0.01,1.11,1.16,-3.623188406,-69.43699732,0.7
2006/1/30,12.22,12.46,12.07,12.39,12.39,0,12.592,11.992,12.50451447,12.17516291,49.08762568,52.44855222,51.64457862,-2.17,1.45,2.1,3.50877193,-58.1769437,0.49
2006/1/31,12.45,13.06,12.45,12.95,12.95,0,12.52,12.036,12.65300965,12.24895692,57.70961043,56.76790596,53.96746702,-0.98,1.75,2.68,4.519774011,-43.16353887,0.67
2006/2/1,13.03,13.03,12.34,12.36,12.36,0,12.418,12.097,12.55533977,12.25953245,47.53259072,51.40150175,51.2603198,-0.95,1.13,0.79,-4.555984556,-60.77348066,0.69
2006/2/2,12.54,13.47,12.48,13.23,13.23,0,12.58,12.19,12.78022651,12.35195793,60.01104989,57.81627406,54.75271223,0.36,1.32,1.88,7.038834951,-38.55072464,1.11
2006/2/3,13.37,13.7,12.64,12.96,12.96,0,12.778,12.2725,12.84015101,12.4098667,55.12822542,55.34309854,53.51102686,0.54,0.71,1.35,-2.040816327,-54.98281787,1.06
2006/2/6,13.43,13.43,12.99,13.04,13.04,0,12.908,12.3745,12.90676734,12.46987939,56.38986354,55.95213665,53.83471817,1.07,1.06,0.97,0.617283951,-52.23367698,0.47
2006/2/7,13.2,13.67,12.97,13.59,13.59,0,13.036,12.4975,13.13451156,12.57655755,64.60104956,60.0395411,56.0309794,1.2,-0.97,2.45,4.217791411,-33.33333333,0.7
2006/2/8,13.41,13.61,12.76,12.83,12.83,0,13.13,12.596,13.03300771,12.60069492,49.23062284,52.67171019,52.43417167,-0.12,-1.1,1.46,-5.592347314,-60.91549296,0.85
2006/2/9,12.56,13.15,12.27,13.12,13.12,0,13.108,12.705,13.06200514,12.65015255,54.21835782,54.97187581,53.6196426,0.76,-0.19,1.81,2.260327358,-49.27536232,0.88
2006/2/10,13.35,13.73,12.69,12.87,12.87,0,13.09,12.7885,12.99800342,12.6710904,49.21645636,52.56917323,52.44388944,-0.36,0,1.87,-1.905487805,-45.49763033,1.04
2006/2/13,13.34,13.7,13.05,13.35,13.35,0,13.152,12.8945,13.11533562,12.73574846,58.11856349,56.54719424,54.4451847,0.39,0.93,2.22,3.72960373,-18.90547264,0.83
2006/2/14,13.09,13.15,12.01,12.25,12.25,0,12.884,12.9115,12.82689041,12.6894867,39.21467556,46.74577902,49.46716393,-0.79,0.28,1.39,-8.239700375,-73.6318408,1.34
2006/2/15,12.43,12.95,12.21,12.31,12.31,0,12.78,12.9145,12.65459361,12.65334511,40.48181884,47.28943297,49.72877653,-1.28,-0.08,1.37,0.489795918,-70.64676617,0.74
2006/2/16,12.19,12.29,11.13,11.48,11.48,0,12.452,12.8895,12.2630624,12.54159796,30.07459561,40.97665631,46.27094672,-1.35,-1.47,0.28,-6.742485784,-86.53846154,1.18
2006/2/17,11.64,12.21,11.52,12.01,12.01,0,12.28,12.762,12.17870827,12.49096958,41.58251325,45.99834436,48.65006964,-1.11,-0.35,0.78,4.616724739,-66.15384615,0.73
2006/2/21,12.36,12.64,12.28,12.41,12.41,0,12.092,12.686,12.25580551,12.48325819,49.16011362,49.53344867,50.38039789,-0.46,-0.82,0.5,3.330557868,-50.76923077,0.63
2006/2/22,12.27,12.3,11.68,11.88,11.88,0,12.018,12.6145,12.13053701,12.42580503,40.75462677,45.25157999,48.13768774,-1.47,-1.08,-0.37,-4.270749396,-71.15384615,0.73
2006/2/23,11.86,11.97,11.58,11.87,11.87,0,11.93,12.5645,12.04369134,12.37287122,40.59746234,45.17120717,48.09553519,-0.38,-1.17,-0.11,-0.084175084,-71.53846154,0.39
2006/2/24,11.94,12.06,11.42,11.46,11.46,0,11.926,12.5165,11.84912756,12.2859311,34.12317619,41.84682922,46.35878276,-0.85,-2.13,-3.1,-3.454085931,-87.30769231,0.64
2006/2/27,11.79,11.83,11.4,11.59,11.59,0,11.842,12.4975,11.76275171,12.21965195,37.89179918,43.29044945,46.99209329,0.11,-1.24,-2.34,1.134380454,-82.30769231,0.43
2006/2/28,11.74,12.36,11.71,12.34,12.34,0,11.828,12.495,11.9551678,12.23111367,55.51145441,50.95338343,50.50964106,0.33,-0.78,-0.97,6.471095772,-53.46153846,0.77
2006/3/1,12.05,12.07,11.52,11.54,11.54,0,11.76,12.4245,11.81677854,12.16529332,40.72361439,44.03018646,47.03557601,-0.87,-1.33,-1.33,-6.482982172,-84.23076923,0.82
2006/3/2,11.79,11.95,11.56,11.72,11.72,0,11.73,12.3925,11.78451902,12.12288443,44.70104683,45.83657375,47.8772748,-0.16,-1.63,-0.7,1.559792028,-77.30769231,0.41
2006/3/3,12.03,12.1,11.36,11.96,11.96,0,11.83,12.329,11.84301268,12.10737163,50.06233679,48.26523416,49.00479399,0.09,-0.29,-0.01,2.04778157,-67.70428016,0.74
2006/3/6,12.22,12.91,12.22,12.74,12.74,0,12.06,12.318,12.14200846,12.16762195,63.7636327,55.36167345,52.49015081,1.28,0.43,0.35,6.52173913,-20.2970297,0.95
2006/3/7,12.92,13.34,12.64,12.66,12.66,0,12.124,12.299,12.3146723,12.2145151,61.68077369,54.52484509,52.10898904,1.07,1.18,-0.29,-0.627943485,-30.76923077,0.7
2006/3/8,12.83,13.34,12.26,12.32,12.32,0,12.28,12.2355,12.3164482,12.22456128,52.8725688,50.95390822,50.48324884,-0.02,0.31,-0.04,-2.685624013,-46.15384615,1.08
2006/3/9,12.21,12.69,12.01,12.68,12.68,0,12.472,12.228,12.43763213,12.26793639,60.11031052,54.40323181,52.13323229,1.14,0.27,-0.55,2.922077922,-33.33333333,0.68
2006/3/10,12.52,12.6,11.79,11.85,11.85,0,12.45,12.1645,12.24175476,12.22813293,42.18565125,46.22642093,48.26412412,0.13,-0.03,-1.11,-6.545741325,-75.25252525,0.89
2006/3/13,11.72,11.75,10.89,11.37,11.37,0,12.176,12.0895,11.95116984,12.14640598,34.95254103,42.22275757,46.19522252,-0.59,-0.5,-1.67,-4.050632911,-80.40816327,0.96
2006/3/14,11.61,11.72,10.53,10.74,10.74,0,11.792,11.959,11.54744656,12.01246256,27.52064681,37.56441153,43.63357752,-2,-0.72,-2.85,-5.540897098,-92.52669039,1.19
2006/3/15,11.17,11.54,10.98,11.35,11.35,0,11.598,11.914,11.48163104,11.94937088,41.87952343,44.08102822,46.62405248,-1.31,-0.24,-1.48,5.679702048,-70.81850534,0.8
2006/3/16,10.59,12.05,10.57,11.98,11.98,0,11.458,11.8975,11.64775403,11.95228794,53.33661438,49.96490987,49.51082205,-0.34,-0.36,-1.14,5.550660793,-48.39857651,1.48
2006/3/17,11.56,12.2,11.53,12.12,12.12,0,11.512,11.9295,11.80516935,11.96826052,55.66706758,51.20947126,50.13617187,-0.56,0.58,-0.75,1.168614357,-43.41637011,0.67
2006/3/20,12.11,12.21,10.79,11.79,11.79,0,11.596,11.9185,11.8001129,11.95128333,48.77668173,48.1309608,48.65395355,-0.06,0.07,-1.56,-2.722772277,-55.16014235,1.42
2006/3/21,11.71,11.89,11.17,11.62,11.62,0,11.772,11.879,11.74007527,11.91973253,45.30969215,46.55803398,47.89283909,0.25,-0.34,-0.63,-1.441899915,-61.20996441,0.72
2006/3/22,11.71,11.79,11.11,11.21,11.21,0,11.744,11.8455,11.56338351,11.85213896,37.57924646,42.87182891,46.07878111,0.47,-1.53,-1.1,-3.528399312,-75.80071174,0.68
2006/3/23,11.19,11.57,11.11,11.17,11.17,0,11.582,11.8105,11.43225567,11.78717334,36.84332807,42.51358625,45.90178257,-0.18,-1.49,-0.31,-0.356824264,-77.22419929,0.46
2006/3/24,11.23,11.48,11.09,11.19,11.19,0,11.396,11.797,11.35150378,11.73029969,37.57679227,42.77441419,46.00998464,-0.79,-1.13,-0.82,0.17905103,-76.51245552,0.39
2006/3/27,11.46,11.72,11.41,11.46,11.46,0,11.33,11.7905,11.38766919,11.70455686,47.46128038,46.3587609,47.48948822,-0.66,-1.22,-0.95,2.412868633,-66.90391459,0.53
2006/3/28,11.69,11.9,11.38,11.58,11.58,0,11.322,11.7525,11.45177946,11.69269431,51.55272072,47.93976125,48.14845745,-0.21,-0.27,-0.3,1.047120419,-51.38888889,0.52
2006/3/29,11.46,11.57,10.79,10.95,10.95,0,11.27,11.723,11.28451964,11.62196152,34.58495912,41.01610574,45.05126237,-0.67,-0.42,-0.92,-5.440414508,-79.71014493,0.79
2006/3/30,11.03,11.73,10.7,11.57,11.57,0,11.35,11.7155,11.37967976,11.6170128,52.89448522,48.93402254,48.45611176,0.36,0.83,0.11,5.662100457,-38.0952381,1.03
2006/3/31,11.42,11.65,11.27,11.39,11.39,0,11.39,11.687,11.38311984,11.59539253,48.19486941,46.93841433,47.56326673,0.22,0.04,-0.2,-1.555747623,-48.80952381,0.38
2006/4/3,11.47,11.62,11.03,11.57,11.57,0,11.412,11.6285,11.44541323,11.5929742,53.18610411,49.19852272,48.55244746,0.38,-0.41,-0.77,1.580333626,-39.02439024,0.59
2006/4/4,11.66,11.8,11.09,11.14,11.14,0,11.324,11.5525,11.34360882,11.5498338,41.6756014,44.28299102,46.37185818,-0.32,-0.98,-0.4,-3.716508211,-65.24390244,0.71
2006/4/5,11.24,11.36,11.06,11.13,11.13,0,11.36,11.493,11.27240588,11.50984963,41.42540808,44.17102763,46.32137356,-0.45,-0.66,-0.59,-0.089766607,-71.52317881,0.3
2006/4/6,11.34,11.74,11.25,11.45,11.45,0,11.336,11.4315,11.33160392,11.50414966,52.39884225,48.69899715,48.20429314,0.5,-0.17,-0.51,2.875112309,-50.33112583,0.61
2006/4/7,11.44,12.31,11.2,12.26,12.26,0,11.51,11.452,11.64106928,11.57613541,69.66241258,58.08599331,52.59628202,0.69,1.05,-0.48,7.074235808,-3.105590062,1.11
2006/4/10,12.44,12.49,12.04,12.19,12.19,0,11.634,11.493,11.82404619,11.6345987,67.13735325,57.10097146,52.19715537,0.8,1.02,-0.47,-0.57096248,-16.75977654,0.45
2006/4/11,12.09,13.06,12.06,13,13,0,12.006,11.606,12.21603079,11.76463692,78.13990374,64.66502755,56.20956554,1.43,1.81,0.68,6.644790812,-2.542372881,1
2006/4/12,13.08,13.09,12.66,12.76,12.76,0,12.332,11.6765,12.39735386,11.8594334,69.82753139,61.17828892,54.78774547,1.62,1.3,0.08,-1.846153846,-13.80753138,0.43
2006/4/13,12.93,13,12.28,12.38,12.38,0,12.518,11.6965,12.39156924,11.90901118,58.08706946,55.96592722,52.58992253,1.25,0.8,0.53,-2.978056426,-29.70711297,0.72
2006/4/17,12.8,13.02,12.27,12.58,12.58,0,12.582,11.7195,12.45437949,11.97291487,62.11057125,58.01954367,53.61190999,1.13,1.63,1.21,1.615508885,-21.33891213,0.75
2006/4/18,12.55,12.55,11.31,11.4,11.4,0,12.424,11.7,12.10291966,11.91835155,36.97814042,44.62449336,47.33057313,-0.86,-0.17,0.66,-9.379968203,-70.71129707,1.27
2006/4/19,11.52,11.8,11.23,11.32,11.32,0,12.088,11.685,11.84194644,11.86136569,35.7996213,43.87531228,46.94149297,-0.87,-0.07,-0.03,-0.701754386,-74.05857741,0.57
2006/4/20,11.3,11.67,11.02,11.64,11.64,0,11.864,11.7065,11.77463096,11.84028324,44.31784151,47.70630548,48.70162141,-1.36,0.07,-0.34,2.826855124,-70.04830918,0.65
2006/4/21,11.24,11.98,11.19,11.59,11.59,0,11.706,11.7275,11.71308731,11.81644674,43.24207246,47.15762694,48.43962608,-1.17,0.45,-0.53,-0.429553265,-72.46376812,0.79
2006/4/24,12.26,12.42,11.67,11.75,11.75,0,11.54,11.7555,11.72539154,11.81011848,48.08149811,49.19733143,49.34947125,-0.63,0.62,-0.04,1.380500431,-64.73429952,0.83
2006/4/25,11.71,12.19,11.59,11.75,11.75,0,11.61,11.77,11.73359436,11.80439291,48.08149811,49.19733143,49.34947125,-0.83,0.3,0.13,0,-64.73429952,0.6
2006/4/26,11.76,11.79,11.34,11.76,11.76,0,11.698,11.779,11.74239624,11.80016502,48.47687565,49.34277131,49.41022332,0.36,-0.5,0.55,0.085106383,-64.25120773,0.45
2006/4/27,12.27,12.52,11.55,11.84,11.84,0,11.738,11.8235,11.77493083,11.80395882,51.98698052,50.57757961,49.91174114,0.52,-0.35,0.67,0.680272109,-60.38647343,0.97
2006/4/28,12.13,12.13,11.42,11.59,11.59,0,11.738,11.8245,11.71328722,11.78358179,41.40820165,46.6970901,48.3487996,-0.05,-1.41,0.4,-2.111486486,-72.46376812,0.71
2006/5/1,11.83,12.59,11.75,12.54,12.54,0,11.896,11.882,11.98885814,11.85562162,69.60864216,59.55938314,54.05381094,0.95,-0.22,1.08,8.196721311,-26.57004831,1
2006/5/2,12.2,12.27,11.93,11.99,11.99,0,11.944,11.903,11.98923876,11.86841956,52.16555873,51.68274808,50.67260361,0.24,-0.39,0.41,-4.385964912,-53.14009662,0.61
2006/5/3,12.21,12.45,11.95,11.99,11.99,0,11.99,11.9455,11.98949251,11.87999865,52.16555873,51.68274808,50.67260361,0.24,-0.59,1.04,0,-51.5,0.5
2006/5/4,11.92,12.16,11.71,11.86,11.86,0,11.994,11.982,11.94632834,11.87809402,48.06596416,49.82908323,49.86976131,0.1,0.46,0.29,-1.084236864,-58,0.45
2006/5/5,11.39,11.62,11.18,11.62,11.62,0,12,11.9905,11.83755223,11.85351364,40.93845716,46.47220674,48.39273414,-0.22,0.3,0.23,-2.023608769,-61.78343949,0.68
2006/5/8,11.98,12.06,11.81,12,12,0,11.892,11.9775,11.89170148,11.86746472,53.92092715,52.05160607,50.80025366,0.41,0.36,0.43,3.270223752,-37.57961783,0.44
2006/5/9,12.1,12.15,11.88,11.99,11.99,0,11.892,11.9675,11.92446766,11.87913475,53.54921794,51.89631389,50.73526035,-0.55,0.4,0.85,-0.083333333,-38.21656051,0.27
2006/5/10,12.22,12.32,11.78,11.78,11.78,0,11.85,11.9065,11.87631177,11.86969334,45.62355446,48.57624394,49.35167057,-0.21,0.03,0.65,-1.75145955,-57.44680851,0.54
2006/5/11,12.33,12.92,11.99,12.49,12.49,0,11.976,11.893,12.08087451,11.92877017,66.02503878,58.39367197,53.79687056,0.5,0.74,1.04,6.027164686,-24.71264368,1.14
2006/5/12,12.71,14.26,12.71,14.19,14.19,0,12.49,11.9835,12.78391634,12.14412539,83.65024132,72.23782844,62.10623671,2.33,2.43,1.93,13.61088871,-2.272727273,1.77
2006/5/15,15.12,15.13,13.44,13.57,13.57,0,12.804,12.033,13.04594423,12.27992297,68.17247684,63.79264566,58.1278505,1.95,1.73,1.38,-4.369274137,-39.49367089,1.69
2006/5/16,13.49,13.61,12.98,13.35,13.35,0,13.076,12.1305,13.14729615,12.38183507,63.19365328,61.03071738,56.78109157,1.35,1.76,0.35,-1.621223287,-45.06329114,0.63
2006/5/17,13.83,16.26,13.39,16.26,16.26,0,13.972,12.3775,14.1848641,12.75118411,82.95393975,76.01509387,67.25309127,4.27,3.72,3.5,21.79775281,0,2.91
2006/5/18,15.54,17.09,14.96,16.99,16.99,0,14.872,12.645,15.1199094,13.15488086,85.32555073,78.29869642,69.20622524,5.21,5,4.61,4.489544895,-1.692047377,2.13
2006/5/19,16.16,18.01,15.9,17.18,17.18,0,15.47,12.9245,15.80660627,13.53822554,85.93666138,78.86991592,69.69708817,4.69,5.19,4.6,1.118304885,-12.1522694,2.11
2006/5/22,18.549999,19.620001,16.73,17.719999,17.719999,0,16.2999998,13.22299995,16.44440384,13.93648968,87.68566111,80.464236,71.06495622,3.529999,5.859999,6.319999,3.143183935,-22.51186937,2.890001
2006/5/23,16.700001,18.26,15.36,18.26,18.26,0,17.2819998,13.54849995,17.04960256,14.34825257,89.28479443,81.94997419,72.3665629,4.69,6.64,6.94,3.047409879,-16.11375401,2.9
2006/5/24,17.870001,19.870001,17.129999,17.360001,17.360001,0,17.502,13.8285,17.15306871,14.63508575,70.87680313,71.99479642,67.11592497,4.010001,5.360001,5.720001,-4.928800657,-28.88377113,2.740002
2006/5/25,16.67,16.67,15.31,15.5,15.5,0,17.204,14.0115,16.60204581,14.71745854,46.89770355,56.516164,58.03520643,-0.76,3.51,3.91,-10.71429086,-54.017311,2.050001
2006/5/26,14.92,15.04,14.26,14.26,14.26,0,16.62,14.145,15.82136387,14.67389106,36.90824591,48.87415098,53.04276789,-2.73,2.48,2.51,-8,-69.344874,1.24
2006/5/30,15.39,18.719999,15.39,18.66,18.66,0,16.8080002,14.451,16.76757591,15.05352048,66.91553224,66.44019794,64.3863868,1.48,6.17,6.91,30.85553997,-14.95674722,4.459999
2006/5/31,18.09,18.09,16.41,16.440001,16.440001,0,16.4440004,14.67350005,16.65838428,15.18556624,51.95457811,55.87373011,57.12144957,-1.279998,2.250001,4.680001,-11.89710075,-43.52791326,2.25
2006/6/1,16.469999,16.559999,14.48,14.52,14.52,0,15.8760002,14.80000005,15.94558952,15.12217898,42.16956526,48.58373768,51.84240825,-3.74,0.95,2.68,-11.67883749,-74.72067392,2.079999
2006/6/2,14.17,14.97,13.92,14.32,14.32,0,15.6400002,14.92300005,15.40372634,15.04578098,41.19963451,47.87393821,51.32680926,-3.040001,0.97,2.73,-1.377410468,-80.55152677,1.05
2006/6/5,14.97,17.139999,14.97,16.65,16.65,0,16.1180002,15.17450005,15.8191509,15.19856375,55.50652123,56.03689646,56.57679467,1.15,0.39,4.11,16.27094972,-46.73440541,2.819999
2006/6/6,16.719999,18.559999,16.65,17.34,17.34,0,15.8540002,15.44150005,16.3261006,15.40251006,59.04747467,58.15393617,57.97743745,3.08,0.35,5.35,4.144144144,-39.04321928,1.909999
2006/6/7,17.209999,17.860001,16.07,17.799999,17.799999,0,16.1259998,15.732,16.81740007,15.63084234,61.49872682,59.56986747,58.89967327,-0.860001,0.619999,5.809999,2.652820069,-34.78994373,1.790001
2006/6/8,17.92,20.75,17.879999,18.35,18.35,0,16.8919998,16.0605,17.32826671,15.88980973,64.5437328,61.27882493,59.9950492,1.909999,0.630001,6.49,3.089893432,-35.13909224,2.950001
2006/6/9,17.9,18.450001,17.07,18.120001,18.120001,0,17.652,16.34200005,17.59217814,16.1022089,62.07991883,60.11953326,59.30535323,3.600001,-0.139999,6.500001,-1.253400545,-38.50657394,1.380001
2006/6/12,18.129999,21.25,17.889999,20.959999,20.959999,0,18.5139998,16.6805,18.71478509,16.56485558,75.77956007,68.21861458,64.55544921,6.639999,3.599998,8.959999,15.67327728,-3.956357435,3.360001
2006/6/13,20.950001,23.809999,20.27,23.809999,23.809999,0,19.8079996,17.19249995,20.41318973,17.25486924,83.12233681,73.99926317,68.77394237,7.159999,8.309999,11.819999,13.59732889,0,3.539999
2006/6/14,23.450001,23.49,21.450001,21.459999,21.459999,0,20.5399996,17.5979999,20.76212615,17.65535779,63.94157425,63.59444513,62.38546052,4.119999,7.199999,9.679999,-9.869803018,-23.76137753,2.359998
2006/6/15,21.049999,21.139999,15.65,15.9,15.9,0,20.0499996,17.5799999,19.14141744,17.48818085,38.63205017,46.6606789,50.74746131,-1.899999,-2.76,3.41,-25.90866384,-79.97977553,5.809999
2006/6/16,16.559999,18.129999,16.52,17.25,17.25,0,19.8759994,17.5929999,18.51094496,17.46549696,44.97774707,50.17490825,52.97030811,-1.1,0.809999,3.06,8.490566038,-66.32962248,2.229999
2006/6/19,16.059999,18.1,15.73,17.83,17.83,0,19.2499996,17.6254999,18.2839633,17.50021154,47.76255415,51.66737873,53.90298528,-0.290001,3.31,4.26,3.362318841,-60.46511228,2.37
2006/6/20,17.52,17.65,16.389999,16.690001,16.690001,0,17.826,17.574,17.75264254,17.42304863,42.66893708,48.54917466,51.79621531,-4.269998,2.370001,3.340001,-6.393712844,-71.99189808,1.440001
2006/6/21,16.67,16.719999,14.88,15.52,15.52,0,16.6380002,17.437,17.00842836,17.2418059,37.715349,45.47630858,49.71527641,-8.289999,-1.13,-0.74,-7.010191312,-83.82204083,1.839999
2006/6/22,15.95,16.66,15.56,15.88,15.88,0,16.6340002,17.36299995,16.63228557,17.1121101,40.27545772,46.61059234,50.3556462,-5.579999,-1.46,-1.11,2.319587629,-88.80179046,1.14
2006/6/23,16.41,16.58,14.94,15.89,15.89,0,16.3620002,17.38249995,16.38485705,16.99571866,40.35717508,46.64422831,50.3739645,-0.01,-1.909999,-1.29,0.062972292,-88.68980836,1.64
2006/6/26,16.549999,16.610001,15.49,15.62,15.62,0,15.9200002,17.45049995,16.1299047,16.86469784,38.64404975,45.79443395,49.85566939,-1.63,-2.73,-2.099999,-1.699181875,-91.71332494,1.120001
2006/6/27,15.58,16.549999,15.27,16.4,16.4,0,15.862,17.33749995,16.21993647,16.8204409,46.51476769,48.73772499,51.36415676,-1.43,-1.720001,-1.86,4.993597951,-82.9787215,1.279999
2006/6/28,16.02,17,15.78,15.79,15.79,0,15.916,17.3049999,16.07662431,16.72230367,41.51675307,46.5799216,50.13341823,-0.900001,-5.169999,-1.570001,-3.719512195,-89.80962932,1.22
2006/6/29,15.28,15.3,12.93,13.03,13.03,0,15.346,17.2304999,15.06108287,16.3706557,26.21998688,38.22627015,45.03834208,-2.49,-10.779999,-2.47,-17.47941735,-99.08088227,2.86
2006/6/30,12.9,13.47,12.74,13.08,13.08,0,14.784,17.1684999,14.40072192,16.05725992,26.80624979,38.44443982,45.14373076,-2.8,-8.379999,-1.18,0.383729854,-96.92863568,0.73
