Date,Open,High,Low,Close,Adj Close,Volume,ma5,ma20,ema5,ema20,rsi6,rsi12,rsi24,mom6,mom12,mom24,roc,willr,AD,trange
2004-01-20,114.529999,114.650002,113.82,114.199997,85.01434300000001,29863000,84.6078872,,84.6958737487883,,75.59309671228446,,,1.3474270000000104,,,-0.02626983964401086,,-24293007309.31874,29.61332
2004-01-21,114.129997,115.300003,113.720001,115.099998,85.684341,30725000,84.9860594,,85.02536283252553,,81.96445115986776,76.76316670032622,,1.3995280000000037,2.8809729999999973,,0.7880999562626556,,-25414105174.03663,30.285659999999993
2004-01-22,115.139999,115.379997,114.58000200000001,114.800003,85.461021,29888500,85.179614,,85.17058222168369,,74.21540082052503,73.43908460081478,,1.667541,1.756889000000001,,-0.2606310527614397,-643.4196689286042,-27619813931.959503,29.695656
2004-01-23,115.0,115.370003,113.949997,114.43,85.185562,44245300,85.2763898,,85.17557548112246,,65.10480863096826,69.3954864261057,,0.6923140000000103,1.3995359999999977,,-0.32232121355068033,-796.686729106403,-29456574271.903698,29.908981999999995
2004-01-26,114.389999,115.93,114.379997,115.870003,86.257561,30460600,85.52056560000001,,85.53623732074831,,77.82018368458318,75.19407329465615,,1.5558779999999928,2.188621999999995,,1.2584280420665506,-711.5696218559328,-30592356957.114628,30.744438000000002
2004-01-27,115.75,116.5,114.650002,114.68,85.371674,35322800,85.5920318,,85.48138288049887,,57.1639542864682,64.22406434911412,,0.33499199999999973,0.9677429999999987,,-1.0270253294085152,-656.7160154919897,-31745726938.00715,30.242439000000005
2004-01-28,114.980003,115.279999,112.940002,113.370003,84.396469,52621300,85.33445739999999,,85.11974492033258,,42.32370207746558,54.6495620487949,,-0.6178740000000147,0.7295529999999957,,-1.1423051163316766,-677.2899693206622,-33082108698.429024,29.908325000000005
2004-01-29,113.559998,113.849998,112.559998,113.480003,84.478371,60117100,85.1379274,,84.90595361355506,,43.794251378638464,55.2606382286447,,-1.2059700000000078,0.1935579999999959,,0.0970443443552016,-675.5620782962357,-35759568400.78824,29.453529000000003
2004-01-30,113.519997,113.720001,113.089996,113.480003,84.478371,30984400,84.99648919999998,84.55354655,84.76342607570336,84.55354655,43.794251378638464,55.2606382286447,,-0.9826500000000067,0.6848909999999933,,0.0,-675.5620782962357,-38604860730.56659,29.24163
2004-02-02,113.699997,114.68,113.120003,113.970001,84.843147,38832400,84.71360639999997,84.6555355,84.78999971713557,84.58112754523809,51.69344127730331,58.242946845375585,,-0.3424150000000026,0.34989900000000773,,0.43179809894773324,-667.8663788465733,-40051462739.01378,30.20162900000001
2004-02-03,113.739998,114.139999,113.440002,113.779999,84.701683,25093500,84.57960819999998,84.70541304999999,84.76056081142372,84.59260901712018,48.52004755048271,56.645464098569555,,-1.5558779999999928,0.0,,-0.16673591798758158,-807.0634735718393,-42136979377.47438,29.296852
2004-02-04,113.190002,113.730003,112.790001,112.849998,84.009354,39332600,84.50218519999999,84.71657945,84.51015854094915,84.53706092025159,35.662717697151216,49.41005162537337,,-1.3623199999999969,-1.0273279999999971,,-0.8173733690746143,-824.6352666826042,-44584855100.13201,29.028319999999994
2004-02-05,113.16999799999999,113.540001,112.779999,113.18,84.25502,37226800,84.45751499999999,84.7258835,84.42511236063277,84.51019988022763,42.18613753611923,51.79359987678601,,-0.14144899999999438,-0.7593230000000091,,0.29242695997877544,-818.4000921826928,-47416531620.62538,29.530647000000002
2004-02-06,113.41999799999999,114.699997,113.199997,114.449997,85.200462,37216000,84.60193319999999,84.76571005,84.68356224042185,84.57593912972976,60.624136665564976,59.754396876732166,60.61995981497452,0.722091000000006,-0.4838790000000017,2.3970939999999956,1.1221194891414266,-794.4041145156765,-48843121880.03871,30.444976999999994
2004-02-09,114.66999799999999,114.870003,114.290001,114.480003,85.222809,24851300,84.67786559999999,84.84350470000001,84.86331116028123,84.63754578404121,60.977130073544316,59.925043542098734,60.70115872216283,0.7444380000000024,-0.2382120000000043,1.5186769999999967,0.026228731013211437,-793.8369320624697,-51358852551.31539,29.669540999999995
2004-02-10,114.279999,115.139999,114.260002,114.849998,85.49823,27908100,84.837175,84.90417555,85.07495077352083,84.71951570937061,65.54531668407009,62.08646768007269,61.71635163092414,0.6550830000000047,0.31266800000000217,1.7122039999999998,0.32317756623112537,-786.8465549002244,-53211054164.02782,29.917190000000005
2004-02-11,114.849998,116.389999,114.16999799999999,116.07,86.406441,42965700,85.31659239999999,85.03482360000001,85.51878084901388,84.88017526085912,76.45297676613684,68.24713934225434,64.84151083815718,1.7047579999999982,0.14888000000000545,2.3375020000000006,1.0622570783044294,-763.7955259921174,-54328686642.10124,30.891768999999996
2004-02-12,115.970001,116.269997,115.58000200000001,115.650002,86.09380300000001,27814700,85.684349,85.11485135000001,85.7104548993426,84.99575885506302,67.6112237044083,64.3221546636868,62.99437426916855,2.0844490000000064,0.7221290000000096,1.6898720000000083,-0.3618225636674355,-771.7304965835027,-56733764305.81925,29.863556000000003
2004-02-13,115.82,116.199997,114.75,115.129997,85.706642,44739900,85.785585,85.16509930000001,85.70918393289506,85.06346201172369,57.695644343247054,59.68494520374279,60.757810721760684,1.4516220000000004,1.310173000000006,2.0397260000000017,-0.44969671045894666,-781.5569129152711,-58570779545.12575,30.106193999999988
2004-02-17,115.849998,116.43,115.769997,116.16999799999999,86.48086500000001,23984300,86.0371962,85.23730845000001,85.96641095526337,85.19845277251191,68.70815198251894,65.16380153222072,63.46458123666534,1.2804030000000068,2.002494000000013,2.1960520000000088,0.9033407235812696,-773.8790574268409,-60723479407.41136,30.723358000000005
2004-02-18,116.199997,116.599998,115.349998,115.660004,86.10122700000001,28618000,86.15779559999999,85.29165265000002,86.01134963684225,85.28443127036792,59.5817563215227,60.74764676185078,61.301098281661815,0.8784180000000106,1.622856000000013,2.307747000000006,-0.43898497083718624,-754.9200742574244,-62091363532.97616,30.11913299999999
2004-02-19,116.33000200000001,116.389999,115.059998,115.230003,85.781143,51146200,86.03273599999999,85.29649275000001,85.93461409122817,85.3317371493805,52.52317344067002,57.18322282653868,59.51611430082943,0.28291299999999353,0.9379959999999983,1.287895000000006,-0.37175312263553195,-806.7765200985664,-64394391007.65338,30.288771999999994
2004-02-20,115.480003,115.559998,114.32,114.879997,85.520554,46728800,85.91808619999998,85.2994694,85.79659406081878,85.34971970658236,47.07480906749703,54.35087176857517,58.079421651244175,-0.8858869999999968,0.8188710000000015,0.8188710000000015,-0.30378354832599763,-813.5982234550331,-66611709683.19318,29.778854999999993
2004-02-23,115.220001,115.260002,114.16999799999999,114.589996,85.30468,36357000,85.83769379999998,85.30542530000001,85.63262270721252,85.34543021071738,42.674261627897785,52.02224254775073,56.892259216066456,-0.7891230000000036,1.2953260000000029,0.26799800000000573,-0.25242352850052274,-819.2493767668534,-68573667628.74199,29.739447999999996
2004-02-24,114.269997,114.989998,113.029999,114.389999,85.155792,43953000,85.5726792,85.25033685000002,85.47367913814168,85.3273694287443,39.609752808871846,50.397622544340635,56.06747259913726,-0.550849999999997,0.9007720000000035,0.14144899999999438,-0.17453673116175628,-823.1469694102022,-69867779450.52812,29.685317999999995
2004-02-25,114.459999,115.059998,114.32,114.870003,85.513153,31213600,85.4550644,85.25741080000003,85.48683709209445,85.34506310219723,49.959805362539804,54.14705856062169,57.606746951256525,-0.9677120000000059,0.31269100000000094,-0.17118800000000078,0.4196555414574643,-813.7919669612488,-72329176374.04846,29.904205999999988
2004-02-26,114.610001,115.290001,114.339996,114.940002,85.56527700000001,29683000,85.41189119999999,85.31585120000003,85.51298372806296,85.36603585436892,51.41717702792575,54.69200948939956,57.83161657009832,-0.5359499999999997,0.3424680000000109,0.10425600000000657,0.060954365698573376,-869.3201594734347,-74156997245.06387,29.776848
2004-02-27,115.190002,115.739998,114.629997,115.019997,85.624771,39312000,85.43273459999999,85.37317120000003,85.55024615204198,85.39067729680997,53.280822088309584,55.35271697273746,58.09634754445835,-0.15637200000000462,0.1265409999999889,0.4392089999999911,0.06953054099267941,-867.6536604071889,-76250818104.98743,30.17472099999999
2004-03-01,115.43,116.339996,115.25,116.160004,86.473434,33130800,85.66648539999998,85.47292435000003,85.85797543469465,85.49379698282807,71.79874409689066,63.610464442300774,61.67745726850724,0.9528799999999933,0.06699299999999653,0.21587300000000198,0.991141920835048,-843.8815809192114,-78033295972.00932,30.715225000000004
2004-03-02,115.940002,116.970001,115.230003,115.480003,85.967224,38556400,85.82877179999998,85.52912820000003,85.89439162312976,85.53888527017779,55.930682562881785,56.77725170425473,58.562417449702366,0.6625439999999969,-0.12657900000000666,0.5955500000000029,-0.585393659745248,-786.8721132628881,-79368712957.17735,30.496567
2004-03-03,115.25,115.870003,114.91999799999999,115.690002,86.123566,31346200,85.95085439999998,85.60022235000002,85.97078308208651,85.59456914920847,59.267086978571285,58.286989119041635,59.226080970056294,0.9677739999999915,0.4169239999999945,1.7270970000000005,0.18186233395183216,-782.9040442111466,-81300383296.01535,29.902778999999995
2004-03-04,115.720001,116.099998,115.519997,115.989998,86.346855,21060000,86.10716999999997,85.71709740000003,86.09614038805768,85.66621542071242,63.9452729931038,60.43990279486178,60.176613096108575,0.8337020000000024,-0.13401000000000352,1.8684840000000094,0.2592658552944771,-777.2368135853751,-83440013334.75668,29.976432000000003
2004-03-05,115.41999799999999,116.949997,115.279999,116.379997,86.637238,55905600,86.30966339999998,85.83620830000002,86.27650625870511,85.75869376159694,69.42526390869718,63.1389773296987,61.39780416074244,1.0719609999999875,0.5360109999999878,2.1588670000000008,0.33629829366685904,-769.8666904230013,-85413634691.73557,30.60314199999999
2004-03-08,116.339996,116.620003,114.910004,114.959999,85.580124,39281600,86.13100139999997,85.85519140000002,86.04437883913674,85.74168711763534,41.722625267680016,49.678384441153774,54.991929653600295,-0.04464699999999766,-0.20101900000000228,0.736976999999996,-1.2201612429057374,-796.6969813720922,-86800431248.42033,29.982765
2004-03-09,115.099998,115.209999,114.239998,114.5,85.237686,39746100,85.98509379999999,85.85593525000002,85.77548122609116,85.69368701119387,36.11998729938895,46.19791585813438,53.11859361377057,-1.235748000000001,-0.28286800000000767,0.5360029999999938,-0.40013730290926475,-805.3882967572113,-89216935296.05792,29.629875
2004-03-10,114.720001,114.769997,112.559998,112.58000200000001,83.80835,67671800,85.52205059999999,85.77144125000002,85.11977081739411,85.51413110536589,21.595159840087437,35.024555075434215,46.25555542779744,-2.1588739999999973,-1.4963300000000004,-0.20100399999999752,-1.6768826877820109,-751.9643637430624,-91045400447.6625,29.532311000000007
2004-03-11,112.400002,113.269997,111.099998,111.120003,82.72150400000001,89134800,84.79698039999998,85.58719440000002,84.32034854492942,85.24816661914056,15.798340279326851,29.1719509026409,41.95458585123831,-3.4020619999999866,-2.434287999999995,-1.5335159999999917,-1.2968230492546362,-583.4493951706669,-93465883222.46913,29.461647
2004-03-12,111.730003,112.709999,111.58000200000001,112.58000200000001,83.80835,54012200,84.23120279999998,85.47292175000003,84.14968236328627,85.11104122684146,36.313038565836955,40.09253843527654,47.08836366322014,-2.5385050000000007,-1.7048029999999983,-1.3921119999999974,1.313861508127312,-564.934140578804,-96174783925.98625,29.988494999999986
2004-03-15,112.269997,112.349998,110.900002,111.199997,82.78106700000001,57677200,83.67139139999998,85.32664300000002,83.69347724219085,84.88913891952323,28.450855556634387,34.59285401835235,43.31032744293519,-3.856170999999989,-2.7842100000000016,-2.4417419999999908,-1.225752565227689,-563.24447499909,-98469462383.62007,28.541647999999995
2004-03-16,111.779999,112.059998,110.839996,111.790001,83.220238,59832600,83.26790179999998,85.16361165,83.53573082812723,84.73019597480673,35.60351458488855,38.52564027424707,45.269222171665895,-2.359886000000003,-2.4045330000000007,-2.277992000000012,0.5305210670937477,-550.5666471723925,-101238408464.5993,29.278930999999986
2004-03-17,112.18,113.260002,112.099998,113.040001,84.150803,41607300,83.33639239999998,85.06609045,83.74075488541816,84.67501569149181,48.654894543983445,46.02720215801751,49.15395197701899,-1.0868830000000003,-2.3226310000000012,-2.2556380000000047,1.1181955523847487,-535.3861538448992,-103284992542.47852,30.039764000000005
2004-03-18,112.699997,113.269997,111.93,113.07,84.173164,60014300,83.62672439999997,84.9856915,83.88489125694544,84.62722029230211,48.953218675550694,46.19930128473901,49.24428406913282,0.36481399999999553,-1.7940600000000018,-1.9206390000000084,0.02657253312248198,-535.0213743708205,-105831291636.78,29.119194000000007
2004-03-19,112.410004,112.57,111.040001,111.059998,82.966675,48636200,83.45838939999997,84.85799755000001,83.57881917129696,84.46907312160667,35.571656511084996,38.898687292872644,44.76658988285202,0.24517099999998493,-3.1568910000000017,-2.739967000000007,-1.4333416289305734,-554.703071204673,-107664739327.50804,28.396835999999993
2004-03-22,110.540001,110.57,109.099998,109.650002,81.913368,62752100,83.28484959999997,84.68843195000001,83.02366878086464,84.2256726338346,27.652586630047388,33.81016752137058,41.34202531240606,-1.8949819999999988,-4.4334869999999995,-4.567497000000003,-1.269554312017429,-446.3265409333174,-110048601363.9884,27.603324999999998
2004-03-23,110.25,110.400002,109.360001,109.459999,81.771446,54080200,82.99509119999998,84.51921465000001,82.60626118724309,83.99193676394559,26.69180641731912,33.17232171770327,40.902103849078046,-1.0096210000000099,-4.865791999999999,-4.329781000000011,-0.17325865541264474,-448.1344647305053,-112971899136.10803,28.486633999999995
2004-03-24,109.58000200000001,110.139999,108.849998,109.550003,81.838646,51584300,82.53265979999998,84.33548929999999,82.35038945816206,83.78686145309362,28.11103168949493,33.81726452672579,41.21119104908764,-1.3815919999999977,-3.7414780000000007,-3.942497000000003,0.08218027598534405,-433.47352265105235,-115183732435.87407,28.368553000000006
2004-03-25,110.08000200000001,111.300003,109.790001,111.0,82.92186,49873600,82.28239899999997,84.20331845,82.5408796387747,83.7044803623228,47.69721681325913,43.41936415161561,45.96470651714512,-1.228943000000001,-2.3158260000000013,-2.598694000000009,1.3235971670401359,-433.69525502235854,-117008452581.74301,29.461357000000007
2004-03-26,110.959999,111.790001,110.800003,111.029999,82.944252,37409500,82.27791439999997,84.06929249999999,82.67533709251647,83.6320776611492,48.04832987405997,43.603881790297024,46.0587877454927,-1.228911999999994,-0.8640979999999985,-2.360427999999999,0.027003735806219176,-507.3229862699708,-119151057682.20786,28.86814100000001
2004-03-29,111.629997,112.739998,111.58000200000001,112.589996,84.109657,44113600,82.71717219999998,83.95110365,83.15344372834431,83.67756140770642,63.39534050893791,52.41468609841867,50.71867331918269,1.1429820000000035,1.3881529999999884,-1.0461350000000067,1.4050461266441827,-517.9112361336545,-121284516092.34859,29.795745999999994
2004-03-30,112.300003,113.07,112.220001,112.970001,84.393509,39059900,83.24158479999998,83.87241789999999,83.5667988188962,83.74574689268677,66.30465404552687,54.31129940176066,51.77744723708817,2.480140999999989,0.5851589999999902,-1.119644000000008,0.337478489538956,-653.3143559534738,-123880990753.70901,28.960342999999995
2004-03-31,112.989998,113.400002,112.379997,113.099998,84.490646,48517600,83.7719848,83.7907719,83.87474787926413,83.81668966481183,67.36965452263487,54.98115545603831,52.14458416658134,2.7192000000000007,1.7095789999999909,-1.0746310000000108,0.11510008429678198,-635.3699029715137,-126582680399.09625,29.006493000000006
2004-04-01,113.07,113.870003,113.050003,113.779999,84.998627,45103800,84.1873382,83.72336049999998,84.24937425284276,83.92925512530594,72.77051894579851,58.45597750072484,54.05345660299346,3.159981000000002,1.7783890000000042,-0.6261439999999965,0.6012275015627289,-575.1264391170928,-129713695547.4592,29.379357
2004-04-02,114.809998,114.839996,113.900002,114.639999,85.64109,50987700,84.7267058,83.67355309999999,84.71327950189517,84.09228701813394,78.23734624664979,62.454381726572464,56.35120328048258,2.7192300000000103,1.4902870000000092,-0.832343999999992,0.7558510327466905,-487.46103087179654,-132830355852.56604,29.841369
2004-04-05,114.459999,115.379997,114.440002,115.269997,86.11174,30251800,85.12712239999999,83.7001339,85.17943300126345,84.28461587354975,81.50209473022909,65.13598229509408,57.95837450795144,3.1674879999999916,1.9385759999999976,0.14451599999999587,0.5495609642520716,-448.2122738456773,-134683981003.21494,29.738906999999998
2004-04-06,114.83000200000001,115.18,114.620003,114.900002,85.835327,28420900,85.415486,83.73001595,85.39806433417563,84.4323026474974,73.70916085902581,62.285798745059175,56.67940853622376,1.725670000000008,2.8686520000000115,-0.28823899999999014,-0.320993397648206,-452.44524539743395,-137634154691.63483,29.06826000000001
2004-04-07,114.949997,114.980003,114.110001,114.629997,85.63359799999999,45890500,85.64407639999999,83.82127834999999,85.47657555611708,84.54671172868812,68.0138105160751,60.18895019908642,55.742658439246895,1.2400889999999976,3.7202299999999866,-0.7132570000000129,-0.23501861884910324,-455.5345108016096,-140684167876.11487,29.14467599999999
2004-04-08,115.410004,115.410004,113.739998,114.370003,85.43940699999999,46929700,85.7322324,83.95717349999998,85.46418603741138,84.63173032595591,62.44056930267081,58.13374290017165,54.83236877167026,0.9487609999999904,3.667960999999991,-1.1978310000000079,-0.22676963777699122,-456.8684388398426,-142321676586.5528,29.77640600000001
2004-04-12,114.58000200000001,115.08000200000001,114.57,114.82,85.775566,23085200,85.75912759999999,84.05553429999999,85.56797935827426,84.74066705681726,67.90392578922612,60.66985594579266,56.126543276790485,0.7769389999999987,3.9369200000000006,0.1954419999999999,0.39344725320953344,-451.7440685267665,-144951517319.96945,29.64059500000002
2004-04-13,115.260002,115.300003,113.019997,113.209999,84.572807,56210300,85.45134099999999,84.14512129999999,85.23625523884951,84.72468038473943,41.79903383304851,49.06804768683594,50.70262375826867,-1.068283000000008,1.6509470000000022,-0.6648789999999991,-1.4022163374590835,-470.0787926108604,-146410377511.29166,29.524437000000006
2004-04-14,112.610001,113.639999,112.550003,113.389999,84.707291,62322300,85.22573379999999,84.21947394999998,85.05993382589968,84.72302425285949,44.65390959654443,50.22898764138307,51.252259341908754,-1.4044489999999996,1.763038999999992,0.8989409999999936,0.1590156514492902,-546.3113275918183,-149656604798.24133,29.067192000000006
2004-04-15,113.449997,113.779999,112.360001,112.959999,84.386055,61602500,84.97622519999999,84.23123654999998,84.83530755059978,84.69093194306335,39.14941850999761,47.41282691989899,49.86647173140551,-1.4492720000000077,0.27639800000000037,1.6645509999999888,-0.3792306378916033,-672.9705481625714,-152145344531.48392,29.072708000000006
2004-04-16,113.379997,114.050003,112.980003,113.83000200000001,85.03598000000001,47059200,84.89553979999998,84.27437734999998,84.90219836706652,84.7237936627716,53.16592818112963,53.20367717034608,52.57370274900342,-0.5976179999999829,0.6424710000000147,1.2276300000000049,0.7701805707116094,-793.0550427911015,-154650391333.65512,29.663948000000005
2004-04-19,113.550003,113.989998,113.269997,113.83000200000001,85.03598000000001,28277600,84.74762259999997,84.3778426,84.94679224471102,84.7535256948886,53.16592818112963,53.20367717034608,52.57370274900342,-0.40342699999997933,0.5453340000000111,2.254913000000002,0.0,-952.1628663045128,-156896416517.67017,28.95401799999999
2004-04-20,114.08000200000001,114.32,111.779999,111.91999799999999,83.609131,53299400,84.55488739999997,84.46263074999999,84.50090516314069,84.64453572394683,30.763707049126165,41.31651717002386,46.56306946068947,-2.166434999999993,-1.389495999999994,0.38889300000001015,-1.6779356220743336,-876.0559007494486,-158131991327.70285,29.284019999999984
2004-04-21,112.199997,112.949997,111.870003,112.66999799999999,84.169434,50177300,84.44731599999997,84.58253015,84.39041477542712,84.5992879407138,42.23359552095714,46.44264113190385,48.95439320427412,-0.403373000000002,-1.47165600000001,0.018630999999999176,0.6701457045403147,-860.6205776576073,-160756145447.72906,29.34086599999999
2004-04-22,112.480003,114.66999799999999,112.440002,114.25,85.349754,62071500,84.64005579999998,84.75808555,84.71019451695142,84.67076089874105,59.284383874720035,55.39645358024035,53.525983516821064,0.6424630000000064,-0.7619859999999932,1.1765900000000045,1.4023142890565277,-828.1049199656755,-162326320396.10477,30.500563999999997
2004-04-23,114.41999799999999,114.57,113.790001,114.360001,85.43190799999999,29395700,84.71924139999999,84.88358795,84.95076567796761,84.74325109886095,60.264016603074545,55.955563766974706,53.82632527956304,1.045852999999994,-0.40341900000001374,2.465232999999998,0.09625569629643227,-825.8417274907343,-164493170104.12302,29.22024599999999
2004-04-26,114.5,114.940002,113.599998,114.199997,85.31237800000001,35515200,84.774521,85.00199425000001,85.07130311864508,84.7974536608742,57.83450622384315,54.86399226842054,53.30333751108716,0.27639800000000037,-0.3212199999999825,3.399010000000004,-0.1399125956545233,-829.1345604207161,-166028144233.83368,29.508094000000014
2004-04-27,114.230003,115.120003,113.959999,114.300003,85.387062,43485500,85.1301072,85.0658645,85.17655607909671,84.85360683602903,59.071640719408535,55.456282517055044,53.597288022472576,0.351081999999991,-0.05234499999998832,3.615616000000003,0.08754181016967788,-827.0771527862915,-168213878298.34467,29.807624999999987
2004-04-28,113.889999,114.010002,112.5,112.82,84.281464,50165800,85.1525132,85.06026225000001,84.87819205273114,84.79911704212151,38.83207332811194,45.759070915522884,48.84740459209015,0.6723329999999947,-1.494101999999998,2.4428180000000026,-1.2948074030231904,-857.5343560132844,-170139015698.7383,28.62294
2004-04-29,112.720001,113.32,111.160004,111.83000200000001,83.541885,69687600,84.79093939999998,85.01282420000001,84.43275636848742,84.67938065715755,30.455649699588683,40.58071706887588,46.00173125319483,-0.6275490000000019,-1.030922000000004,0.6200249999999983,-0.8775108605137749,-767.1044848078462,-171990781070.75677,29.038535999999993
2004-04-30,112.16999799999999,112.379997,110.900002,110.959999,82.891983,48681400,84.2829544,84.90749200000002,83.91916524565828,84.50915230885683,24.811848333267204,36.60919840200984,43.669006125283566,-2.457771000000008,-1.8153080000000017,-0.05226900000000967,-0.7779355230014273,-736.5457416941492,-173881995149.7815,28.83811200000001
2004-05-03,111.370003,112.290001,111.349998,112.150002,83.78094499999999,33758000,83.97666779999999,84.81448475,83.87309183043885,84.43979923182285,42.34801567142809,44.686915724807385,47.47096604367272,-1.6509630000000044,-0.6051100000000105,-0.3287120000000101,1.0724342304611056,-742.6315301821028,-175895908726.25092,29.398018000000008
2004-05-04,112.25,113.260002,111.660004,112.059998,83.71373,51185100,83.64200139999998,84.69458425,83.81997122029257,84.37064978117306,41.47043289066699,44.222107917075725,47.21951810323505,-1.5986480000000114,-1.322250000000011,-0.6797789999999964,-0.08022707311309274,-744.2243023165167,-177735137097.95175,29.47905700000001
2004-05-05,112.410004,112.959999,112.160004,112.779999,84.251595,34405000,83.63602759999998,84.61539765,83.96384581352838,84.35931123058515,51.184499972206524,48.86517982265325,49.45508648288728,-1.1354670000000056,-0.7843850000000145,-0.23905100000000346,0.642505118336012,-731.4786892230602,-180170029130.10822,29.246268999999998
2004-05-06,112.019997,112.589996,111.0,111.809998,83.526962,54997000,83.63304299999997,84.51006585,83.81821787568559,84.28003987529132,40.356163772796215,43.53857031557292,46.67579220143672,-0.7545020000000022,-0.08216900000000749,-1.4716650000000016,-0.8600822334580149,-748.6500832582748,-182125577667.2014,28.338401000000005
2004-05-07,111.220001,112.230003,109.959999,109.959999,82.14492,60950000,83.48363039999998,84.34534149999999,83.26045191712373,84.07669512526358,27.19086602190977,35.489542115922575,41.98054775104437,-1.3969649999999945,-2.0245139999999964,-3.4961700000000064,-1.6546058505036987,-639.0515007352707,-183680207030.80603,28.703041
2004-05-10,109.440002,109.75,108.360001,108.83000200000001,81.300789,75279400,82.98759919999999,84.12160264999999,82.60723094474915,83.81232311333372,21.943936778712644,31.59732728775276,39.45125364125672,-1.5911940000000016,-4.04896500000001,-4.810951000000003,-1.027611932667294,-500.2840827561886,-186686425580.88138,27.60508
2004-05-11,109.459999,110.050003,109.33000200000001,109.75,81.98806,48300600,82.64246519999999,83.99236529999999,82.40084062983277,83.6385837692067,34.3255690452534,37.66898570633054,42.39959873966913,-1.792884999999984,-3.4438479999999885,-3.847267000000002,0.8453435796299757,-490.1173549948653,-190403143874.09348,28.74921400000001
2004-05-12,109.57,110.540001,108.059998,110.449997,82.51095600000001,90830500,82.29433739999999,83.88254855,82.43754575322185,83.53119064832988,42.63358822336175,41.94601438359376,44.54345980820672,-1.202773999999991,-2.8014220000000023,-3.122641999999985,0.6377709144477883,-461.8841913001474,-192365449738.74506,28.551941
2004-05-13,109.760002,110.809998,109.629997,109.989998,82.167328,57393700,82.02241059999999,83.77161219999999,82.34747316881457,83.40129896753656,38.7662720291765,39.9793274269524,43.43488144022657,-2.084266999999997,-3.2197340000000025,-3.272078999999991,-0.4164634815284507,-466.75143997773347,-195094339794.7402,28.299041999999986
2004-05-14,109.949997,110.739998,109.269997,110.040001,82.20468100000001,54123100,82.03436279999998,83.63004724999999,82.29987577920971,83.2873353515807,39.48234629571291,40.31119356009455,43.59411230016346,-1.3222809999999896,-2.076782999999992,-3.57088499999999,0.045459674677528206,-466.2223610323218,-197141466715.0092,28.572670000000002
2004-05-17,108.889999,109.5,108.410004,109.099998,81.502464,55020400,82.0746978,83.45337144999998,82.03407185280648,83.1173476038111,31.240681261489755,36.20563154241666,41.312761747333845,-0.6424559999999957,-2.03942099999999,-3.070342999999994,-0.8542299434262213,-546.3448091799595,-199912944081.4861,27.295318999999992
2004-05-18,109.489998,109.940002,109.33000200000001,109.650002,81.913368,30193100,82.05975939999999,83.36858329999998,81.99383723520432,83.00268287963861,40.030725784941126,40.099952292519234,43.129951259341745,0.6125790000000109,-0.9786149999999907,-2.7939229999999924,0.50416144473866,-597.084031526984,-202657213155.33987,28.437538000000004
2004-05-19,110.5,111.18,109.150002,109.269997,81.62943299999999,54804100,81.88345479999998,83.24158324999999,81.87236915680288,82.87189717681589,36.19403883262004,38.33585842211309,42.1880445044961,-0.3586270000000127,-2.1515119999999968,-2.7566220000000072,-0.3466284038034062,-608.279705169457,-204197969473.55182,29.266632
